name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Meteor Rod,BotW_Meteor_Rod_Icon.png?version=d1dbaa6cd88f822c3ecb8bd4cdc34349 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/trdMH_Go-t_313_74Qm2sQ/hO-RwzSYKAZ_hkam5qcDpJVWHEkY39sKWU5sy4XTMxPvdB-7liuEuL__DvkV1j4Wmo4BXkycu4PR71TBtxmAQ_mYz5t5WogcKJ7p_FqXgNuGZ4JItOTohl1Q89d31Bu15kxxzOZuhKZYWQlJ48ohmeV-ekx1Qzw6sRFfcok_O5c/Eb9jRxHDEZDloSDSLLw1ZBDJZxKTqL--KMWgOjUkm-8),Weapon,Light,,32.0,10.0,,,,,,,,,"A magical rod that can cast three fireballs at once, crafted by an ancient magician. It will break upon running out of magical energy, so make it last!",,,,,,,,,
Mighty Lynel Sword,BotW_Mighty_Lynel_Sword_Icon.png?version=b0378d714d39fdecf08c50825ecb58b0 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/L-JF4c_aq9fqI8v6REDJ0w/UEoFhlwVQcnhN60jF_8x_-C6dy6WTZSGyj3OhL5VQ9lHk6nyB85R99oDJgTTbVihqKaEs0lrT8CQ_u_YrLVTxutSnMtDzoXxD0L6dkjv0FXesvouNJsVamqB0-NvYgZ8HNBj6U85c6EBQqlPN9iKNe4KqemoUZs7C9_H_9T1vCGth1fwjlbHKxEAYpPluWyT/_AjC5e_55vcdYz774lNLLmB30tnFU1JnMMTPZLds8sw),Weapon,Light,,32.0,36.0,,,,,,,,,This Lynel-made sword boasts more blades and more attack power. A skilled Lynel can draw this sword simply in passing and still cut a foe in two.,,,,,,,,,
Moonlight Scimitar,BotW_Moonlight_Scimitar_Icon.png?version=63c649b1d76285a40be4d4070ea4d62a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/4EEq2csONcZBsZLku2U3uQ/k7oSmuYIWn07dhuCPFsnhXYXJC4GthoFouhsfYcl-vhxV5HOERo_pCCJlCFF14P9G_lU-pciEKFhXUgTFqaziT6UluL43FB6jzjwIujbwG7i3SgEJPgc7ibPjwTdhdVCWZuNhmm6O7Q98SASO47TJBI0g9JfYyRm8odFO_6TAfXkKIbPi9Z3EurEp55WwR3c/nKPPODPfk-2w4W-tgU639S_8wk3lMYo0I7fr3J6c0iE),Weapon,Light,,32.0,25.0,,,,,,,,,Delicate Gerudo carvings decorate this curved sword. The engraved blade is extremely sharp. Apparently it once served ceremonial purposes in festivals.,,,,,,,,,
Royal Broadsword,BotW_Royal_Broadsword_Icon.png?version=0715fc960f104f5d08ae09607f944d2b (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Hphw2PR9bEEngI2I4PVi6w/YXETW9IS8tIa02lBCLBd0rKo0cn28ldM1dS4o-9HUmWUEJIAv11Us2FFd_byYXN6FiNRiDktRc51SKnE5gi77T_FVTQtqXclfzDTHwdRAg7sHx7aYdi8NgM7RroOf9TFm5kaEyZ4t23Zj7NakCkklpkC8876UFmD0BbeOPAdP8JdOVTwt0UjZuaVXON7XYar/oC9reNRi0htIpVblxPiQPK6tv0Vea12WO1CJWJgVYnU),Weapon,Light,,36.0,36.0,,,,,,,,,The Hyrulean royal family would award this sword to knights who achieved remarkable feats. A sword that balances strength and beauty as elegantly as this one is a rare find.,,,,,,,,,
Royal Guard's Sword,BotW_Royal_Guard%27s_Sword_Icon.png?version=39d1b98b6c6a54ab7f02914b0c6e6751 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/fMg6pkn_pVxzFvZqHa8Phw/6MJ2y4_RFD5NCDO20cRZLRXoZxiLWw7cctfgk7_BxJkuIelwp_dottvNIEb9-0x71XxbgWlxlVFJ5LWB-7z0jSglB5bPgKRvw3kCdfaa1-sd8VDM3DG483X3ejf4XyTeK8xlx_HHZ2uy-VjNQWWzkKbJCLb4tOrSoFzjIlxERzAIcTGfuGE58v2Suti43gKy/rz3TuWUFwfFptteK51CD_SMAtvrlCsw01JsR03anOdc),Weapon,Light,,14.0,48.0,,,,,,,,,"A Sheikah-made replica of the sword that seals the darkness. It was made with ancient technology to oppose the Great Calamity, but its low durability made it inefficient.",,,,,,,,,
Rusty Broadsword,BotW_Rusty_Broadsword_Icon.png?version=aeb9e3078a5de48e0e5dc1e882641629 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/QHOP9KFyFwBT97qvQDAxNQ/gNfXsA7IKY4uUld1uzjzc7lLNfyGmYFEhp3iZkCiXQnMZvD3CX_hC0tXCDtVryp8cY9-P6lWtOL6WJIN7wdayhD6RS7x7e25LuMpK8nmqBgC1jcQ4S1261jBV5xabm3LCvMXWcTOQR5a5m8HozTUjktsg3WMS1FFjscZLFfx-HcEGRFp69qxHG2Bk5tJLADt/19KySFT__t3tO9Vf5l3SUqsi8mmtAKZeKVoORQk1mqM),Weapon,Light,,8.0,6.0,,,,,,,,,A rusty sword used ages ago by a skilled swordsman. It can do some damage in the right hands but also breaks quickly.,,,,,,,,,
Savage Lynel Sword,BotW_Savage_Lynel_Sword_Icon.png?version=0f6f11b6ce50b0dce88a30ae8fbbebf7 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ynv4CnrMIg1ycDrL3OalVQ/_Ot1ANLmmAECymMWSpuE4qbCFHgFLK0xhgv018X3LDnossIlf0xZpHjtiOeFGnDbzuvLLePQhGz8i7gurpyPawki1k9VHAeP7dB03YCpMr7KMX_g6DIQoGEeuwKY_Ur9jEQAfrV0cGWUToN3MrZR-02JVAV6CNyeS_BcM2Qzx4aN5QYhnNV6crCDkEPt7Kj7/NypJ6j5rS3a6AejI58DGxqjQlPmWviX22ohlz-n_c1g),Weapon,Light,,41.0,58.0,,,,,,,,,"A brutal sword carried by white-haired Lynels. The savage blades are strong enough to cut down any foe, no matter how strong.",,,,,,,,,
Scimitar of the Seven,BotW_Scimitar_of_the_Seven_Icon.png?version=39c7215ff09867acd709e124eba121d7 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/C7op96JxI37Mg4yAsUewzg/q8SI9XVUwxlt9DDRaJnRMTWyuc_Eii-LXXB7PipO8k9Izqc7RHtA_nUX-08VakQl_f1Y-rTKQumF7fTVamIVl7eMHbPduCR3a_CGkbW9diKwP0B8riWrJId8z1rIOnPDR18vxzQx_5e4Czo1wp5rPLCXY-NXjIS_V2Z5Y6HfaBXd5ZHp4uMkRsaMrBR1ewWL/xfSrbo-XvHH1qimQUg-M2LS-O0QWOhTjtmYWAHOm0FY),Weapon,Light,,60.0,32.0,,,,,,,,,"A famous sword once beloved by the Gerudo Champion Urbosa. It is said that when Urbosa swung this sword in battle, her movements resembled a beautiful dance.",,,,,,,,,
Sea-Breeze Boomerang,BotW_Sea-Breeze_Boomerang_Icon.png?version=f7beb9543d7cda9b7f395ab0fda8a741 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Yu-PpkuMCtpW-DEOR4fGrQ/rmQXwLZotrstmokNTzc1WM27pcSZelcNFwuD7MNRCEmloC50_vUhDpWMpOdwYzG9zE6twwcdmeUnKj0TZCdoh7oWMzRb1_I7KowyU72eyW_HaA1k-eLbmperlISfttZ3KpPy6vD9sT2INZPpCxE7Uee5Wri3DMT-J219OOYNtPJuReCxbjwZmszmNZgST365/IlroP_ry7MUarm1HYHjIjqHJydPCtlQB5lZ7c-KACmU),Weapon,Light,,20.0,20.0,,,,,,,,,A boomerang said to have been used by a hero who traveled the Great Sea. It smells faintly of salt water.,,,,,,,,,
Soldier's Broadsword,BotW_Soldier%27s_Broadsword_Icon.png?version=5a35cd4fbc618ce69ceb7b7fa077db14 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/jyr0jqT6bXM5GxZk7a35wA/_RVGi3i3KgfNCTVJ7FkMzezV0ljKqkKIo5MFp8kmD6GN6LRfV3o-H039CKuFO8VHTevMF0d6UEsPu7iyO6t4ZUCF262d05hL5FjvyG77T185iYwBKfruf2vGSp7BCg_1g94TWn4v4AKtENPL4Eh7p_WQbVVbKgKt9MSaNVyrLAqfsAq4xCNKP0AI9nGozNlq/6Ywy3kLz6Gc6gZuJeSigTpaqgj9w4jFtrVXFjaexnXM),Weapon,Light,,25.0,14.0,,,,,,,,,A sword brandished by the soldiers who once protected Hyrule Castle. Its durable blade is well tuned for slaying monsters.,,,,,,,,,
Soup Ladle,BotW_Soup_Ladle_Icon.png?version=e8a25aca42519b8484875f883ae956b2 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/wXdJyv-VqhmY3VvDzfWDWQ/j8jJSycrHjVrZJaz4K50oLOn_ji3kaOPIHoCFomDI8I1vxg9VIbcUy__YLljkHtws1n2RwNF023aviOwLTDm_ApK_kVp8Xy1kUMpNzOzDUN1p7zL18sDa1xE4IVUcdAOLB71FOt5vsMkYnWhR7Ed5Qfv6jJCgRoG2wGgKE-_Tbg/H5-rM9eJ7Absce-6eBYJnd_lMQif9vnnZ12pedDDibI),Weapon,Light,,5.0,4.0,,,,,,,,,"A kitchen implement often used for serving delicious soups. It was carved from the wood of a sturdy tree, so it actually packs quite the wallop.",,,,,,,,,
Spiked Boko Club,BotW_Spiked_Boko_Club_Icon.png?version=ace125cb6582c41b6e99a39429e4b266 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/FLLBE7gv4Q9d-yLG36amtA/Z678372SMiFrQ6p205_lO9UQTGRUJIENvV22fLwYuxy780exQezzzErbQqOqgjuzkP3EGXmXl--QhCQIbWoVXRKRMYJ4hXYLg2NklnxJT8YKQAV9YTWRtvojJbj7fmLVQYyoKsIlZH5kSOLIsIG4j5wzH19JYq9qfSsLAXlJELohMx6Il3iokjAeIgjjdUXX/L3ALmNxERBOnf7L8Ir-GDPJNPAOPD4frF5XlmLXqXj8),Weapon,Light,,14.0,12.0,,,,,,,,,A reinforced Bokoblin club made to maximize damage. The sharpened bones jabbed into it make it a brutal weapon.,,,,,,,,,
Spring-Loaded Hammer,BotW_Spring-Loaded_Hammer_Icon.png?version=65d5ee542164fa03bb0d1b59192fd0cd (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/yh28dEolhyD3_HjI-42q2w/dNpglKAaEqvqaTniNRLiMOUoN9DcKy9WtyNOCXGKegsOTcVs8cHRNRcJkM-EUlSCwsAU8w3GOCr9qCEmPVktzKQoeObT_CzKo8JmpEX2D92LLJaiA-ESiZ072Px9yRSfRwzgeDcTZiBK9xUj1nsZ6iKxbawXfk2FSkFg7t4R-4D9kS0B_kJOZnDhpMTKzcfv/pjb7MYJj0SWi9RohWh3vk_aX5T7_dHnIWVkr5jN7Gwc),Weapon,Light,,80.0,1.0,,,,,,,,,"This strange hammer is one of Kilton's specialties. Being struck by it doesn't hurt much, but the fourth swing in a string of attacks will send the victim flying.",,,,,,,,,
Sword,BotW_Sword_Icon.png?version=5695e3e809597b52e183a9d4de4b9da1 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Gy8Qa1YnhhiMzbsVr0IBbw/1p-U0rTWFJPVbtlpr5Z8d4OHpNbRmWsEtiwOJHeJko6PW73YsDPd52N8WcZOuDJgJxWjclAvNCZM42tAoM4TFQ2arvOoPB9VjwnU4mKqmnpaVSD1IsfQwCGWzD7uAOKD6bL3Nokvygp3ZTlvjCCMYdhNl5PYy7ENdRiGamzMMtQ/h5g5cycZ4GtWEZrSAWL4upy5b9l0r3mcZ9cRvETs5uo),Weapon,Light,,27.0,22.0,,,,,,,,,"A sword once wielded by a hero in an ancient age. When grasped, a strange sense of nostalgia washes over you. Take it when going alone would otherwise be dangerous.",,,,,,,,,
Thunderblade,BotW_Thunderblade_Icon.png?version=aa49cf3bc603ecaa73512b3c88923c33 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/YkelO-EXQjRUFHNHR_oKUg/Mwry-vsw7hFftwF6pdE8mqGmqlhJF3ee1ZskkRh1Lg446ONeOqXT3KFlP1wW9Fs8d7e2X4Z0IiXS-xr1IFao6m8JmwrZZM7spYwCkAxwj-m0Nsr7fBG5gY6NGcK8fQzVr9eJ-JFb0Wn4Kb3oihpgRw1DVuEz4X45myqBnLAxOpc/SKa_xe8D-RkIZnTeSJqliTc5suoz0laKa7BlsYH__c0),Weapon,Light,,36.0,22.0,,,,,,,,,"A magical sword forged and refined by lightning from the Hyrule Hills. When the blade shines with a golden light, it will electrocute enemies struck by it.",,,,,,,,,
Thunderstorm Rod,BotW_Thunderstorm_Rod_Icon.png?version=5672a56eca0fa8e4eed4402169ee7935 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/UGvB6O2dWAfO5NbMY7UUaA/21VbfGOudNauJREFNkNeXhuJ_ZgvLw1Ln5HN0W8bRIyW3RJCS3oqdMJkqz1NOQ1VyWgbFAqMfErzVsMdF8zhKeaqrzEF9aCDhrBAaAs7WyRmtqHnvYyx_QcKvuadxQ_9lpHUBd_DtcW13B3EA9A6JfIc4LbT0R_jOFoAX_ckr1lKw4pYQju59soi5vc9a152/xFIwtcv-vMy7M_4mqM64tLMzG7YoeftGBuF3MsUze7o),Weapon,Light,,32.0,10.0,,,,,,,,,"A magical rod that can hurl three balls of electricity at once. Its gem contains electricity from the Hyrule Hills, and the rod will break when that electricity runs out.",,,,,,,,,
Torch,BotW_Torch_Icon.png?version=f50b8e0346a6b03bcd240ef643b1a926 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/rQQJdK1KZiIeSCfoZ8oLJw/IFFHAMQYC-Ty7HbbaIm8NuYH8fvwFFCBFqBDyGmvwQmptTANgoyGQZL8MbUjrk3vmVJS9-ldrGsrVsTbdbgVjrEn50nNhvEMAu1riX4HUTcBw1zw6vt7kCYLzRsiKNZEteVuq-3mwKBTgTKCjAFWW2iPkv2YMl-U2UmHPsLfnTY/xkaClSnlHAP3tJZo-9tvzk2CKZ09MSTzZEQaxrla4io),Weapon,Light,,8.0,2.0,,,,,,,,,"This torch will stay lit once ignited. If you put it away, the flame will be extinguished until you light it again.",,,,,,,,,
Traveler's Sword,BotW_Traveler%27s_Sword_Icon.png?version=f6f5303a0ce68188aba07b8a8f90fdfc (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/iOUq3KPGAmRVCf-U1cBy2Q/IubAuTXUrU7xykthgMKesKqZsox--JF1x_0hdprm7dVqMuLhoTygqXd6EWrdorbj4awWgVSKaN5N59IoJf4hNcVgU5XTDBBrqHnaS7HPWr_bk1-AAk--zOIf2laGQ--vdSyZ6-oSvWSa_-fSkqg8Fagv5WS4S0f4SK4f6uDPblNpwZVaBkbQIRK8DguYRI09/0s44gjtpTSoZF2z8MlSTeG6Mr9HGgGRn0SVFtpiWzVQ),Weapon,Light,,20.0,5.0,,,,,,,,,"A very common sword often kept by travelers to fend off small beasts. It's fairly durable, but a bit unreliable against monsters.",,,,,,,,,
Tree Branch,BotW_Tree_Branch_Icon.png?version=8be33a6c8bc983d1998baf0fbb99ff63 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/KOn1PTJbAZl4JRDZ9BFCZA/LeXx_q8FAZa5j3J75DZE4FewX15wECOYnPuIzZ8Oq-dkDK-1SOFObZmv7csvODZ0X3LcPXEjLHNJgMUwKhnH2dWpvysJViEEqcMbeUiU8HoAOBJn1hJ7VkpTzwzZPd2fAovX4v6t8qpVBDq3PO50wJ7bJzjOuUtvi38kRiM-0LU/aSGZVRkQlPgxcWCpV5sQkZfo8uFjQ5WnbmZTDWvnsGE),Weapon,Light,,4.0,2.0,,,,,,,,,"Wooden branches such as this are pretty common, but it's surprisingly well-balanced. It doesn't do much damage but can serve as a weapon in a pinch.",,,,,,,,,
Vicious Sickle,BotW_Vicious_Sickle_Icon.png?version=2a2c8746121c25a24218bdd05dc25c16 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/5DBJOvaFV8WyJPLTEc06mA/aqTYnSZsmX6rlwrDtCIxpXz4pMAQPrJGP4fS8OGoZaHf7BJ1Wk_562eBDz-dnbQ9E_QlA_u6x_G3dvDQEQ5my7YT4EClcUu8eNm_KC1_RgjOkMNcT1OaFX1btw15J2VTvsgZc7yjpEIG4WAZEWxi70YiZzgfcDD_jzSEhDqjztk/r8IotNXHljXjfy4R5FHyrlCGXyRgEvKqsZG8Flf6bZs),Weapon,Light,,14.0,16.0,,,,,,,,,A grim weapon favored by the Yiga. The half-moon shape of the blade allows for the rapid delivery of fatal wounds and serves as a symbol of their terror. Its durability is low.,,,,,,,,,
Zora Sword,BotW_Zora_Sword_Icon.png?version=db65870b1a4abce13289d05da32ec3ca (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/dMbvigEzHRfXJY5z_96bKg/tPTbnHEUD3nnch-dSE08cdh7eGCPv6gBFYN32a320AaID0-0yYHZFmeRfi142EDcPRmLFY9rZZ0xj3Lxjtf6_7FuVMW_2H6y6Xm-OcVM5TMWj6I2QqXllZQ0BPXe_O3Qy0QtJUqhMArc6_lach9TIthCNwPEvstbR6h2mtj3sMM/m3t_e8lZpCT0Qc2Kle1ZYcTMjBILhxwIVRUIiQ_HFX4),Weapon,Light,,27.0,15.0,,,,,,,,,The ornamentation that adorns this blade is a traditional Zora design. It's forged from a very durable and rust-proof metal.,,,,,,,,,
Ancient Battle Axe,BotW_Ancient_Battle_Axe_Icon.png?version=7081c1dd82cb5f0876e945fe7a2a41b1 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/3PNpDrolAOpmVBDA37QUxA/w4pZsj-4Gy6LPwl9jN4JKV22H7CCBIoJRo5Ik3PufHgfG9DLALsVWjt1AIYyzs70hY1FBM5vEoy4nW5l6vm8Jq85xC4XjKeRytrXi-6umL90kxHq0ilsj4-ZRZus5-RSLzxMTrQRkddnvdBQB9W6O6uqS6Bsxg27bHeVnEBCFDtavbdN4TMw8ulyR4IISQ5P/VoAKjNpiW6-rXWRucvLe9dfP3H_Gn0sx2YpBLc0l4oQ),Weapon,Heavy,,15.0,30.0,,,,,,,,,"A weapon used by Guardian Scouts. Its unique blade was forged using ancient technology. Although powerful, its unusual shape causes it to break easily.",,,,,,,,,
Ancient Battle Axe+,BotW_Ancient_Battle_Axe%EF%BC%8B_Icon.png?version=cd565f08fb8ba1ecb2a91e33e429d564 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/v7p00GWFXr5U-p6IRmWkGw/4vC1mhjO6llzG7t04LVwBj6QbJs40Djkub2B6nryWcX6FJ3bAftKsaaqwQutgK2ySSe36vr-Wfir9UtPuNFjdhPnfyfQH09mn6v9Oi8u9vCReODmp7bMBahxxUTG0kcrj1eJFoPQ0ccCkA06OZvIH_6Oci6NHXh9GRvczEwsi9crYk3uWG5L4DPKZWSVfP3t/tG8tp8YkSlrQ3Pk0BgyRslLlvPIoujTfJ5jLgJ7-H-U),Weapon,Heavy,,20.0,45.0,,,,,,,,,"This ancient battle axe's damage output has been increased to maximum. It's sharp enough to cut through almost anything, so it may have been used to forge new routes.",,,,,,,,,
Ancient Battle Axe++,BotW_Ancient_Battle_Axe%EF%BC%8B%EF%BC%8B_Icon.png?version=9a0dbdb3a16291d0c9f1a9256564c1ee (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ucckA9JqatSWjnZ-2n8foA/QxaoGcUoxZ6XMLis_ISl8c9EQs_vXXEb-etXgJWMLpJYgg0cYpX6lR1Y4kHn2HMP4CvQ2n8aFDridIAuY95v-3kouZGr7FmxtplfUchmz-nLfiGmUvlWPP-v5UYkJ1tzmpyv46GTOSgu6tMSvTv-a4iNwwXfNjBs5u17lklr1I3cASKZv3W_eJbARx4WrRsl0gTxftTgAEi5W0sU4O1AQQ/OONPVrbs5ACg7oqPWsUHj5xcoZKaz3jRA5TV0s0eScA),Weapon,Heavy,,25.0,60.0,,,,,,,,,This ancient battle axe's damage output is scaled up to peak performance. Ancient technology makes it possible to enhance cutting power beyond metal weapons' limits.,,,,,,,,,
Ancient Bladesaw,BotW_Ancient_Bladesaw_Icon.png?version=838f6b62ad17e1b59d9e93b77e7de7c4 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/yn4K5bRZ8X9mtsHp0_cBJg/RpNfF-L-VUyrZUfjlcWu5f0yF_ThNd7TJvoWyT3Udkd_Y_XHYFBUhfRRsuq2DHUcIpEAMAfYvSnOgxi-2Ija5_JlzgBKUgcZwEBor5HVs2frwLCv47TtCVMnKYEiSrHKssHWYVihkUIGvixeoGvQGTW_Ntn18qLjsTI6ZrTMcYWCm32i_cIm85QH32Z_l1jg/8R5ZF4XmnUNUqNKi86BGqNBKgybL8dCPX5mD2Q9sSio),Weapon,Heavy,,50.0,55.0,,,,,,,,,This two-handed sword was forged using ancient Sheikah technology. Its unique rotating blades give it impressive cutting power that will slice enemies to shreds.,,,,,,,,,
Biggoron's Sword,BotW_Biggoron%27s_Sword_Icon.png?version=6c3f0e41deb8975d2f08f0edd3a9644a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/A5NpOulBPN_Fd2jHPn9Qzw/G363DbJ26bB452b8D7OvD7P0LU7E5s32tkb2KkdyYIuRYkrDOLwQ8Ko8rbCbqYLCGJsqifjdKKKDhBe_Eql_nRnt9JtN-iD4SQET3_HbTFJ7gwD5LNns_N2DQGr1aiQ0-qcfjXb2i1u7r_BXtQP8MbsuFwy6Hir4HO_nHwTIeRQ7tk9J-a_nK41hjOcYEe7w/hrU3pLITJkwP0wrn_sUEv5ZNeunnQsST9yBO4cUQe1o),Weapon,Heavy,,60.0,50.0,,,,,,,,,A legendary greatsword forged by a Goron craftsman for a hero who traveled through time. The exceptionally sharp cutting edge is a testament to the craftsman's mastery.,,,,,,,,,
Boat Oar,BotW_Boat_Oar_Icon.png?version=70d39413066ebec332ea787913772c85 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/6RNrWrbdmGez1KXqx39IqA/DAzWVumtJd_gQWR9xlPdUB-Py-yIinSVO59OWkGeOCqwsNcmGLd1IgVL7ryWcLdqXNI_iLOYPTp6yTnGWarZeBRFmHDbz1BczuppPOEV9qppXYAqk1c5KdUiTjUSP9xOBO7AmB-dRNoAbrwyRRGfV7NruYVq_Qq47Xi7mS-D_hQ/cMW4ced0GtOmK7MbjFrnjzaCTVKrkCKNN5C1FGnWGtE),Weapon,Heavy,,8.0,14.0,,,,,,,,,"Made for paddling boats, but it was made sturdy enough to fight strong currents. Maybe it's useful for self-defense in a pinch.",,,,,,,,,
Boko Bat,BotW_Boko_Bat_Icon.png?version=a6427c6aea8f08ca1898acd77958bc99 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/9_o7a30yD45oW9_88Zvm_Q/2Oxg2d1Flbtj2aml23j3bnWAqCx1zBgmGa-2Oj1TWqqQPPpQ5nJOsQUhmvlk1eM9kFrtoAT3-mYpz6S5vCS2A9tvotcICwIJKtRon3saw1x9AcaWD2NXKzrBBDf4RPEr8e9w3VW4CYjo2P8ldDsdq63kDAW4lsPQWFnw6lGMndI/tiS6Y4FRAEoGvLjD5v3sdx-18rQu4R6UQC6b2cvx5H0),Weapon,Heavy,,12.0,6.0,,,,,,,,,"A clunky club made by a Bokoblin. If you swing it at an enemy's shield, it may be able to knock the shield out of your foe's hand.",,,,,,,,,
Boulder Breaker,BotW_Boulder_Breaker_Icon.png?version=b8a83f288d3e3987666b3a30f464ad7c (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/PIxlb2QkyWBYZ72G95y_TA/_o4o02MP1nemxWWoPbxW_yVgsTJcuPa7F4PXc_6-kwsybN4Vk3DeGNPKSHRiRUyutx-LfcGo33nUBjme-4V4e-WCKbSMtEkX4a2vz3ycF7d00jCbvl_CUUT8VT2ILsqcIkg-Ict7xJLKiJqOYCFIhZFF0MdGcr99GQCpmIzLzRY/_ShIPhuO8HCtWhL5eOaG-ReVnY7DY0d__fNzUDdWxrA),Weapon,Heavy,mining,60.0,60.0,,,,,,,,,"This two-handed weapon was once wielded by the Goron Champion Daruk. Daruk made swinging it around look easy, but a Hylian would need an immense amount of strength.",,,,,,,,,
Cobble Crusher,BotW_Cobble_Crusher_Icon.png?version=a057b4e03a4af9ec87c93d88f14d2b6d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/TQwqO3URXgFZCfvlApy6eQ/kyKIN2_W-Zbx5b-cC8J5IuIMLyE0T5LoiqbXPpFeoNrlV9e6CQ4qekDdy-z8tc458Go32gn6yvZqMWgdytN4lnoW5zjwKU8tYPw251N6GxLme9P7gyoAriJCYB5esddQyAkMdbQcv8M2oPQvZc-Jayk7w_hCHtYlyLtrZYDPN08/Cy4qeE3Sqt2r9wvv9l3gAI1BgT_QFTf5oNhtAOpHVYo),Weapon,Heavy,mining,30.0,15.0,,,,,,,,,"A Goron-made two-handed weapon. It's made from thick, hard metal and has no cutting edge, so it relies on its sheer weight to crush all opponents.",,,,,,,,,
Double Axe,BotW_Double_Axe_Icon.png?version=b54110808a36b1a8350fce8f0bbd9251 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/pzLehARiEy285uqe8vihMw/dO4nxDiwdBAjsA78HPJCJjFh4c2dRhzyGPdw9WEws_oALEodGmbDOdzhrYgZ3LTn6mJxV73KjOmMU6eW8J8aM3dhIPaXao1E_UI9A_LRf4BK175kGltsqrJnMluIfUWdK2fA-KPiLKDXfWtwBxh_Q2at8WvTy6cGkzBG6SVgxiw/cxdi1gd7yisiFW3bFtQy2fDiYZLC1NPqGrcOs-0xrfI),Weapon,Heavy,,52.0,18.0,,,,,,,,,"This double-sided axe was designed with fighting in mind. It's a bit unwieldy, so it requires a well-practiced technique to use efficiently.",,,,,,,,,
Dragonbone Boko Bat,BotW_Dragonbone_Boko_Bat_Icon.png?version=cad4fe2be7f58307ffd138fc496bba23 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/PnOFgw8e1VXVBE9LHU43GA/QwhHhbmKZm7fl1S9a28EmpzRpPqTqUJH6ZWMZ8AdvglPo9IMwJCqucmipKN4fPTPC3htVl6CYJ-iCxNDNgqo5PrxsOZt8Du8nlw02QVWavyDtdt6v7XYgK3y5yD7_IESyi3QHPq8wyfjMo3MpXoM1WZsg64jgMs9X5YAvzxtlIgfWNLV0_QQbXSpTz11RkTk/tqxjKMrJxhPJzP55mVH-46uNN-SM6IzL1yp4mx4PkK8),Weapon,Heavy,,16.0,36.0,,,,,,,,,"Used by only the toughest Bokoblin warriors, this Boko bat has been fortified by fossilized bone. It boasts a high durability and is strong enough to beat down powerful foes.",,,,,,,,,
Dragonbone Moblin Club,BotW_Dragonbone_Moblin_Club_Icon.png?version=8956ef6cd15dc6f0ced738321b97651d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/jLKD7VXZzQlL5JZ6bAYLHA/EfTTO6esxxgKWT2QsfJuNotrUxvn7sol0QCxv3-q6cWfz4bcmW6DDeYdcOnHyIrHWrlAMwHG5SdDxvstiLKu6qqxWAyOQu4IrBRMdT2XiltSyCqkMAxIOl4qH0_n7O5OEKgpL2wkMGAJWlQa4fKGhe1OqIzxsY70Iey3wi8bye51qSlGo19DF8FXQQcKYnto/bfRlaIyOFab647THaumJt0jSf6DTl5Q575OWWC7-MbY),Weapon,Heavy,,24.0,45.0,,,,,,,,,"The bone of an ancient beast has been affixed to this Moblin club, further increasing its damage. Moblins carrying these in battle are particularly dangerous.",,,,,,,,,
